广州市第二批绿色学校名单_幼儿园,2017-10-19 16:15:31      ,20, 10,市环保局      ,资源环境
广州市第三批绿色学校名单_幼儿园,2017-10-19 16:16:34      ,5, 2,市环保局      ,资源环境
广州市第四批绿色学校名单_幼儿园,2017-10-19 16:17:43      ,5, 1,市环保局      ,资源环境
广州市第六批绿色学校名单_幼儿园,2017-10-20 14:28:59      ,10, 1,市环保局      ,资源环境
广州市第五批绿色学校名单_幼儿园,2017-10-19 16:18:51      ,0, 1,市环保局      ,资源环境
广州市第七批绿色学校名单_幼儿园,2017-10-20 14:28:45      ,5, 1,市环保局      ,资源环境
广州市第一批绿色学校名单_中学,2017-10-19 16:22:37      ,0, 7,市环保局      ,资源环境
广州市第二批绿色学校名单_中学,2017-10-19 16:48:28      ,20, 1,市环保局      ,资源环境
广州市第三批绿色学校名单_中学,2017-10-20 14:28:25      ,5, 1,市环保局      ,资源环境
广州市第四批绿色学校名单_中学,2017-10-19 16:50:34      ,10, 6,市环保局      ,资源环境
广州市第五批绿色学校名单_中学,2017-10-19 16:51:33      ,10, 5,市环保局      ,资源环境
广州市第六批绿色学校名单_中学,2017-10-19 16:52:50      ,5, 1,市环保局      ,资源环境
广州市第七批绿色学校名单_中学,2017-10-19 16:53:47      ,5, 1,市环保局      ,资源环境
广州市2017年5月排污收费公告,2017-10-18 16:49:04      ,55, 25,市环保局      ,企业服务
广州市2017年6月排污收费公告,2017-10-18 16:48:01      ,25, 19,市环保局      ,企业服务
广州市2017年7月排污收费公告,2017-10-19 09:18:59      ,15, 11,市环保局      ,企业服务
广州市2017年8月排污收费公告,2017-10-19 09:19:27      ,15, 7,市环保局      ,企业服务
广州市2017年9月排污收费公告,2017-10-19 09:19:15      ,15, 15,市环保局      ,企业服务
广州市市级绿色社区名单,2017-10-18 16:37:33      ,25, 7,市环保局      ,社会发展
广州市生态示范区,2017-10-18 16:35:05      ,20, 15,市环保局      ,社会发展
广州市2017年4月排污收费公告,2017-10-18 16:50:09      ,5, 11,市环保局      ,企业服务
广州市2017年3月排污收费公告,2017-10-18 16:51:03      ,10, 11,市环保局      ,企业服务
广州市2017年2月排污收费公告,2017-10-18 16:51:53      ,5, 11,市环保局      ,企业服务
广州市2017年1月排污收费公告,2017-10-18 16:52:50      ,5, 12,市环保局      ,企业服务
广州市2016年排污收费公告,2017-10-18 16:55:28      ,15, 7,市环保局      ,企业服务
广州市2015年排污收费公告,2017-10-18 16:56:36      ,20, 7,市环保局      ,企业服务
2017年广州市重点排污单位,2017-10-18 16:59:43      ,10, 9,市环保局      ,企业服务
2016年广州市重点排污单位,2017-10-18 17:01:51      ,25, 9,市环保局      ,资源环境
2015年广州市重点排污单位,2017-10-18 17:03:04      ,10, 8,市环保局      ,资源环境
广州市第一批绿色学校名单_幼儿园,2017-10-18 17:05:51      ,15, 8,市环保局      ,资源环境
广州市海岛岸线统计,2017-10-18 09:42:59      ,25, 5,市农业局      ,资源环境
全市农家乐等级评定结果,2017-10-18 09:44:47      ,10, 6,市农业局      ,农业农村
广州市特色农庄,2017-10-18 09:46:21      ,15, 6,市农业局      ,农业农村
广州市观光休闲农业示范园,2017-10-18 09:48:16      ,5, 7,市农业局      ,农业农村
广州市观光休闲农业示范村,2017-10-18 09:49:52      ,10, 11,市农业局      ,农业农村
广州市畜禽屠宰企业名单,2017-10-18 09:52:06      ,15, 9,市农业局      ,机构团体
广州市无公害农产品产地名单,2017-10-18 09:54:29      ,15, 11,市农业局      ,农业农村
广州市农业主推技术,2017-10-18 09:56:08      ,5, 5,市农业局      ,农业农村
广州市农业主导品种,2017-10-18 09:57:40      ,10, 7,市农业局      ,农业农村
广州市保险业机构名录,2017-10-17 09:26:40      ,30, 31,市金融工作局      ,财税金融
广州市融资担保公司名录,2017-10-17 09:28:41      ,15, 20,市金融工作局      ,财税金融
广州市小额贷款公司名单,2017-10-17 09:31:06      ,15, 16,市金融工作局      ,财税金融
量化A级餐饮单位信息,2017-10-17 14:53:02      ,40, 13,市城管委      ,健康卫生
环卫固定公厕信息,2017-10-17 09:37:39      ,35, 16,市城管委      ,民生服务
广州市燃气质量检测情况报告,2017-10-17 09:41:34      ,40, 16,市城管委      ,经济发展
各管道燃气经营企业抢险电话,2017-10-17 09:43:03      ,15, 11,市城管委      ,民生服务
燃气供应站和便民服务部信息,2017-10-17 09:44:37      ,25, 8,市城管委      ,民生服务
居民住宅装修废弃物堆放点信息,2017-10-17 09:48:31      ,30, 19,市城管委      ,民生服务
建筑废弃物水上运输临时装卸点信息,2017-10-17 09:51:41      ,10, 5,市城管委      ,民生服务
殡葬管理相关业务办理机构信息,2017-10-13 09:57:26      ,45, 16,市民政局      ,机构团体
广州各区五保户管理机构信息,2017-10-13 09:58:07      ,25, 5,市民政局      ,机构团体
自然灾害救助咨询及审批机构信息,2017-10-13 09:59:05      ,10, 5,市民政局      ,机构团体
广州各区最低生活保障办事机构信息,2017-10-13 09:59:32      ,15, 5,市民政局      ,机构团体
广州医疗救助办理机构信息,2017-10-13 09:59:46      ,15, 6,市民政局      ,机构团体
广州居民家庭经济状况核对机构信息,2017-10-13 10:00:11      ,85, 13,市民政局      ,经济发展
广州市社会福利机构信息,2017-10-13 10:03:51      ,20, 15,市民政局      ,机构团体
广州各社区居家养老服务部信息,2017-10-13 10:05:28      ,35, 38,市民政局      ,机构团体
广州市老龄办信息,2017-10-13 10:06:55      ,15, 13,市民政局      ,机构团体
广州汽车客运站信息,2017-10-13 10:08:57      ,30, 9,市交委      ,民生服务
地名办理机构信息,2017-10-11 17:16:17      ,45, 5,市民政局      ,机构团体
民政局婚姻登记处服务信息,2017-10-11 17:14:41      ,65, 5,市民政局      ,民生服务
残疾人乘车优惠卡续期年审点信息,2017-11-13 10:28:23      ,10, 10,市残联      ,民生服务
社工服务机构信息,2017-10-11 17:11:26      ,15, 7,市民政局      ,民生服务
收养登记机关信息,2017-10-11 17:17:49      ,5, 5,市民政局      ,机构团体
流浪救助机构信息,2017-10-11 17:20:30      ,10, 7,市民政局      ,机构团体
优待抚恤业务办理机构信息,2017-10-11 17:22:00      ,10, 5,市民政局      ,机构团体
村务公开工作领导小组成员单位信息,2017-10-11 17:23:40      ,10, 11,市民政局      ,社会发展
社会组织登记办理机构信息,2017-10-11 17:24:50      ,15, 8,市民政局      ,机构团体
军休退伍安置业务办理机构信息,2017-10-13 14:43:07      ,15, 5,市民政局      ,民生服务
广州市民办市一级幼儿园,2017-10-11 09:50:09      ,165, 41,市教育局      ,教育科技
广州市民办省一级中学,2017-10-11 09:25:24      ,65, 26,市教育局      ,教育科技
广州市民办省一级小学,2017-10-11 09:26:52      ,40, 16,市教育局      ,教育科技
广州市民办省一级幼儿园,2017-10-11 09:48:35      ,40, 27,市教育局      ,教育科技
广州市民办市一级小学,2017-10-11 09:50:24      ,25, 20,市教育局      ,教育科技
广州市民办市一级中学,2017-10-11 09:50:40      ,20, 18,市教育局      ,教育科技
广州市一级幼儿园,2017-10-11 09:48:52      ,25, 20,市教育局      ,教育科技
广州市一级普通高中,2017-10-11 09:49:07      ,20, 16,市教育局      ,教育科技
广东省一级幼儿园,2017-10-11 09:49:24      ,30, 20,市教育局      ,教育科技
广东省一级普通高中,2017-10-11 09:49:38      ,35, 24,市教育局      ,教育科技
广东省国家级示范性普通高中,2017-10-11 09:49:52      ,35, 16,市教育局      ,教育科技
广州市属高校名单,2017-10-11 09:23:27      ,25, 15,市教育局      ,教育科技
广州市各殡仪馆联系方式,2017-10-11 09:20:44      ,15, 6,市民政局      ,民生服务
广州市24小时防寒避暑临时庇护场所信息,2017-10-11 09:16:07      ,10, 5,市民政局      ,民生服务
高新技术企业认定通过拟奖励企业名单,2017-09-30 15:03:34      ,75, 9,市科创委      ,企业服务
广州三级医院机构名单,2017-09-30 15:07:26      ,80, 39,市卫计委      ,健康卫生
市发证医疗机构信息,2017-09-30 15:08:52      ,45, 16,市卫计委      ,健康卫生
广州助产机构信息,2017-09-30 15:10:34      ,25, 21,市卫计委      ,健康卫生
广州疾控中心名录,2017-09-30 15:12:23      ,20, 9,市卫计委      ,健康卫生
卫计委登记发证的医疗机构,2017-09-30 15:14:10      ,35, 15,市卫计委      ,健康卫生
职业病鉴定机构,2017-09-30 15:15:57      ,15, 22,市安监局      ,机构团体
各区最低生活保障办事机构,2017-09-30 15:18:29      ,10, 14,市民政局      ,民生服务
民办社会福利机构新增床位资助一览表,2017-09-30 15:21:26      ,10, 12,市民政局      ,机构团体
广州市养老机构信息,2017-09-30 15:22:57      ,45, 34,市民政局      ,民生服务
创新平台与科技服务专项科技服务业发展专题立项,2017-09-28 15:21:42      ,70, 31,市科创委      ,企业服务
科技创新小巨人企业未出库名单,2017-09-28 15:19:38      ,25, 8,市科创委      ,企业服务
科技创新小巨人企业拟入库企业名单,2017-09-28 15:20:28      ,20, 7,市科创委      ,企业服务
科技型中小企业创新专题创客项目,2017-09-28 15:21:00      ,40, 16,市科创委      ,民生服务
科普与软科学研究专项组织项目拟立项目,2017-09-27 16:59:02      ,45, 13,市科创委      ,教育科技
技术先进型服务企业拟认定名单,2017-09-27 16:56:49      ,30, 6,市科创委      ,教育科技
产学研协同创新重大专项对外科技合作专题,2017-09-27 15:16:32      ,15, 9,市科创委      ,教育科技
产学研协同创新重大专项产学研协同创新联盟专题,2017-09-27 15:14:18      ,10, 5,市科创委      ,教育科技
产学研协同创新重大专项产业技术研究专题,2017-09-27 15:10:38      ,15, 5,市科创委      ,教育科技
羊城通充值网点,2017-09-26 16:25:57      ,45, 27,羊城通公司      ,企业服务
羊城通消费网点,2017-09-26 16:19:19      ,20, 8,羊城通公司      ,企业服务
羊城通客服网点,2017-09-26 16:11:01      ,10, 5,羊城通公司      ,企业服务
企业研究开发机构建设专项立项,2017-09-26 16:00:45      ,25, 14,市科创委      ,社会发展
广州产业园区,2017-09-26 15:51:31      ,235, 48,市府办      ,经济发展
广州市各区商务部门,2017-09-26 14:37:03      ,10, 8,市府办      ,企业服务
广州市商务服务机构,2017-09-26 14:16:22      ,20, 8,市府办      ,机构团体
广州市行政区划,2017-09-26 14:09:17      ,125, 24,市府办      ,社会发展
广州市政府机构,2017-09-26 13:55:30      ,20, 12,市府办      ,机构团体
广州市爱国教育基地,2017-09-26 09:33:58      ,20, 11,市文广新局      ,教育科技
广州市宗教活动场所,2017-09-26 09:24:12      ,10, 6,市民宗局      ,机构团体
广州市机动车监测站,2017-09-26 09:03:17      ,25, 12,市公安局      ,民生服务
广州市地区生产总值,2017-09-25 16:01:01      ,365, 115,市统计局      ,经济发展
黄埔区信用信息双公示行政处罚,2017-09-14 17:04:08      ,120, 27,黄埔区      ,信用服务
增城区信用信息双公示行政处罚,2017-09-14 17:03:05      ,50, 22,增城区      ,信用服务
南沙区信用信息双公示行政处罚,2017-09-14 17:02:28      ,40, 13,南沙区      ,信用服务
从化区信用信息双公示行政处罚,2017-09-14 17:01:51      ,15, 14,从化区      ,信用服务
海珠区信用信息双公示行政处罚,2017-09-14 17:01:11      ,25, 13,海珠区      ,信用服务
花都区信用信息双公示行政处罚,2017-09-14 16:27:30      ,15, 11,花都区      ,信用服务
白云区信用信息双公示行政处罚,2017-09-14 16:17:54      ,15, 11,白云区      ,信用服务
海珠区信用信息双公示行政许可,2017-09-14 16:33:13      ,25, 9,海珠区      ,信用服务
从化区信用信息双公示行政许可,2017-09-14 16:34:31      ,15, 5,从化区      ,信用服务
增城区信用信息双公示行政许可,2017-09-14 16:35:27      ,15, 9,增城区      ,信用服务
南沙区信用信息双公示行政许可,2017-09-14 16:36:04      ,15, 10,南沙区      ,信用服务
番禺区信用信息双公示行政处罚,2017-09-14 16:36:47      ,25, 8,番禺区      ,信用服务
黄埔区信用信息双公示行政许可,2017-09-14 16:37:35      ,5, 6,黄埔区      ,信用服务
花都区信用信息双公示行政许可,2017-09-14 16:38:10      ,10, 5,花都区      ,信用服务
白云区信用信息双公示行政许可,2017-09-14 16:38:49      ,10, 11,白云区      ,信用服务
番禺区信用信息双公示行政许可,2017-09-14 16:39:56      ,10, 10,番禺区      ,信用服务
荔湾区信用信息双公示行政处罚,2017-09-14 16:41:15      ,10, 9,荔湾区      ,信用服务
荔湾区信用信息双公示行政许可,2017-09-14 16:41:51      ,5, 6,荔湾区      ,信用服务
越秀区信用信息双公示行政处罚,2017-09-14 14:11:15      ,15, 10,越秀区      ,信用服务
天河区信用信息双公示行政处罚,2017-09-14 11:40:23      ,15, 8,天河区      ,信用服务
越秀区信用信息双公示行政许可,2017-09-14 11:20:41      ,30, 9,越秀区      ,信用服务
天河区信用信息双公示行政许可,2017-09-14 10:34:04      ,30, 25,天河区      ,信用服务
市地税务局信用信息双公示行政处罚,2017-09-07 14:59:30      ,115, 22,市地税局      ,信用服务
市知识产权局信用信息双公示行政处罚,2017-09-07 14:57:41      ,30, 7,市知识产权局      ,信用服务
市统计局信用信息双公示行政处罚,2017-09-07 14:55:52      ,30, 7,市统计局      ,信用服务
市安监局信用信息双公示行政处罚,2017-09-07 14:52:16      ,15, 11,市安监局      ,信用服务
市安监局信用信息双公示行政许可,2017-09-07 14:47:32      ,20, 7,市安监局      ,信用服务
市质监局信用信息双公示行政许可,2017-09-07 14:45:27      ,20, 5,市质监局      ,信用服务
市商务委信用信息双公示行政处罚,2017-09-07 14:43:28      ,5, 7,市商务委      ,信用服务
市水务局信用信息双公示行政处罚,2017-09-07 14:39:30      ,20, 9,市水务局      ,信用服务
市水务局信用信息双公示行政许可,2017-09-07 14:24:42      ,30, 7,市水务局      ,信用服务
市交委信用信息双公示行政许可,2017-09-07 10:27:04      ,30, 8,市交委      ,信用服务
市交委信用信息双公示行政处罚,2017-09-07 10:35:44      ,20, 10,市交委      ,信用服务
市财政局信用信息双公示行政处罚,2017-09-07 09:44:06      ,20, 16,市财政局      ,信用服务
市司法局信用信息双公示行政处罚,2017-09-06 22:29:24      ,25, 7,市司法局      ,信用服务
市司法局信用信息双公示行政许可,2017-09-06 22:26:25      ,10, 12,市司法局      ,信用服务
市公安局信用信息双公示行政处罚,2017-09-06 16:22:41      ,30, 9,市公安局      ,信用服务
市民宗局信用信息双公示行政许可,2017-09-06 11:38:20      ,20, 7,市民宗局      ,信用服务
基层法律服务所信息,2017-09-04 15:59:15      ,60, 14,市司法局      ,民生服务
司法所信息,2017-09-04 15:56:11      ,35, 12,市司法局      ,民生服务
A级信用,2017-08-23 14:56:07      ,220, 76,市地税局      ,信用服务
税务变更登记信息,2017-08-23 14:50:36      ,105, 24,市地税局      ,财税金融
个体户税务变更登记信息,2017-08-23 14:57:21      ,75, 13,市地税局      ,财税金融
注销税务登记信息,2017-08-23 14:59:31      ,60, 9,市地税局      ,财税金融
个体户注销税务登记信息,2017-08-23 15:00:35      ,55, 10,市地税局      ,财税金融
广州市专利违法企业信息,2017-08-14 16:05:38      ,220, 10,市知识产权局      ,机构团体
广州市专利违法个人信息,2017-08-14 15:58:43      ,55, 9,市知识产权局      ,机构团体
核技术应用项目环评登记表审批,2017-08-11 13:14:18      ,85, 7,市环保局      ,资源环境
建筑施工噪声排污许可证核发,2017-08-11 10:55:39      ,45, 7,市环保局      ,资源环境
广州市气象局权责清单,2017-07-24 15:43:57      ,260, 9,市编办      ,机构团体
广州市行政确认权责清单,2017-07-18 16:59:56      ,75, 31,市编办      ,机构团体
广州市其他权责清单,2017-07-18 16:59:16      ,35, 9,市编办      ,机构团体
广州市行政奖励权责清单,2017-07-18 16:58:49      ,25, 6,市编办      ,机构团体
广州市行政指导权责清单,2017-07-18 16:58:20      ,25, 6,市编办      ,机构团体
广州市行政裁决权责清单,2017-07-18 16:57:53      ,45, 11,市编办      ,机构团体
广州市行政检查权责清单,2017-07-18 17:00:18      ,30, 8,市编办      ,机构团体
广州市行政付给权责清,2017-07-18 17:00:40      ,20, 14,市编办      ,机构团体
广州市行政征收权责清单,2017-07-18 17:01:03      ,35, 8,市编办      ,机构团体
广州市行政强制权责清单,2017-07-18 17:01:57      ,30, 18,市编办      ,机构团体
广州市行政处罚权责清单,2017-07-20 14:42:23      ,40, 15,市编办      ,机构团体
广州市行政许可权责清单,2017-07-20 14:42:03      ,25, 9,市编办      ,机构团体
广州市电子红盾标识信息,2017-03-16 18:13:08      ,348, 0,市工商局      ,企业服务
商事主体公司年报基本信息,2017-04-26 12:33:37      ,653, 116,市工商局      ,企业服务
商事主体基础信息,2017-06-06 10:06:54      ,728, 77,市工商局      ,企业服务
广州市网络市场主体信息,2017-03-20 12:42:20      ,301, 8,市工商局      ,企业服务
广州市商事主体动产抵押登记信息,2017-03-20 12:48:26      ,510, 41,市工商局      ,企业服务
商事主体年度报告信息,2017-04-26 13:22:09      ,187, 1,市工商局      ,企业服务
商事主体股东信息,2017-04-26 12:48:10      ,164, 0,市工商局      ,企业服务
广州市工商局行政处罚汇总信息,2016-12-14 10:38:06      ,149, 37,市工商局      ,企业服务
商事主体经营异常名录信息,2017-04-25 16:37:01      ,164, 2,市工商局      ,企业服务
广州市商事主体荣誉信息,2017-03-16 17:06:19      ,154, 0,市工商局      ,企业服务
商事主体网站或网店信息,2017-04-26 15:46:03      ,346, 13,市工商局      ,企业服务
广州市商事主体股权出质变更信息,2017-03-17 10:17:12      ,140, 0,市工商局      ,企业服务
广州市林园局行政处罚汇总信息,2016-12-14 11:17:37      ,113, 18,市林园局      ,企业服务
广州市林业和园林局行政许可汇总信息,2016-12-14 15:17:16      ,485, 44,市林园局      ,企业服务
广州持有危险废物经营许可证企业名录,2016-08-24 11:08:21      ,747, 63,市环保局      ,资源环境
空气质量日报,2017-04-19 16:19:06      ,151, 6,市环保局      ,资源环境
防治污染设施关闭、闲置、拆除审批,2017-04-24 16:20:23      ,65, 2,市环保局      ,资源环境
污染物排放超标车公告信息,2016-08-24 14:08:36      ,502, 50,市环保局      ,资源环境
广州市排污许可证持有单位,2016-08-24 14:08:18      ,387, 23,市环保局      ,资源环境
广州市自然保护区名录,2016-08-24 11:08:18      ,765, 99,市环保局      ,资源环境
广州地区备案建设项目环境影响评价机构,2016-08-24 14:08:26      ,328, 30,市环保局      ,资源环境
核技术应用项目环保验收,2017-04-24 16:12:29      ,65, 8,市环保局      ,资源环境
广州市城市集中式生活饮用水水源地水质信息,2016-08-24 14:08:36      ,482, 74,市环保局      ,资源环境
广州市建设项目防治污染设施验收,2016-12-15 16:13:52      ,535, 76,市环保局      ,城市建设
广州市环保局行政处罚汇总信息,2016-12-14 10:06:33      ,128, 31,市环保局      ,企业服务
国控企业污染源监督性监测结果(月度),2016-08-24 14:08:26      ,235, 37,市环保局      ,资源环境
重点整治河涌水质监测,2017-04-24 16:04:35      ,138, 25,市环保局      ,资源环境
重点污染源环境保护企业信用信息,2016-08-24 14:08:18      ,328, 50,市环保局      ,资源环境
建设项目环评审批,2017-04-25 16:48:53      ,607, 56,市环保局      ,城市建设
广州市民政局行政许可汇总信息,2016-12-14 13:36:12      ,104, 28,市民政局      ,企业服务
广州市民政局行政处罚汇总信息,2016-12-14 11:35:05      ,85, 24,市民政局      ,企业服务
广州市科技成果登记信息,2016-11-29 11:00:31      ,901, 154,市科创委      ,教育科技
广州市科技成果鉴定信息,2016-11-29 14:24:22      ,4457, 268,市科创委      ,教育科技
广州市创新券受理信息,2016-11-29 14:06:18      ,500, 56,市科创委      ,教育科技
广州市主要出口商品数量和金额情况,2016-12-16 10:20:24      ,1347, 220,市统计局      ,经济发展
广州市行政区域划分,2016-12-13 15:37:02      ,697, 237,市统计局      ,经济发展
广州市人口规模及分布情况（年度）,2016-08-24 14:07:52      ,3377, 666,市统计局      ,经济发展
广州市批发零售业企业财务信息（按登记注册类型分）,2016-12-14 15:22:43      ,262, 105,市统计局      ,经济发展
广州市进出口商品分类信息,2016-12-16 12:49:36      ,738, 147,市统计局      ,经济发展
广州市年度资金来源信息,2016-12-13 19:04:30      ,174, 69,市统计局      ,经济发展
广州市年末户籍总户数和总人口数,2017-07-14 10:20:05      ,347, 108,市统计局      ,经济发展
广州市各类学校招生和毕业生统计信息,2016-12-16 15:38:06      ,2350, 598,市统计局      ,教育科技
广州市主要年份城市用电量,2016-12-14 17:03:00      ,247, 100,市统计局      ,经济发展
广州市城市市政设施信息,2016-12-14 18:08:00      ,241, 84,市统计局      ,经济发展
广州市科技监测主要指标,2016-12-14 18:56:26      ,496, 70,市统计局      ,经济发展
广州市主要进口商品数量和金额情况,2016-12-15 17:06:04      ,593, 112,市统计局      ,经济发展
广州市工业产品代码信息,2016-12-07 09:47:48      ,4847, 1913,市统计局      ,经济发展
广州市专利申请和授权信息,2016-12-16 11:46:26      ,824, 82,市统计局      ,经济发展
广州市行政区域面积和人口密度,2016-12-13 17:09:48      ,425, 245,市统计局      ,经济发展
广州市普通高等院校本专科基本情况,2016-12-16 13:55:54      ,840, 161,市统计局      ,教育科技
广州市年度房屋开发投资情况,2016-12-13 18:57:31      ,248, 108,市统计局      ,经济发展
广州市国民经济主要指标比例关系,2016-12-14 15:54:20      ,322, 142,市统计局      ,经济发展
广州市各区年末人口数,2016-12-14 16:42:53      ,444, 186,市统计局      ,经济发展
广州市建筑业主要指标,2016-12-14 18:41:20      ,236, 71,市统计局      ,经济发展
广州市城市居民人均可支配收入及恩格尔系数,2016-12-14 17:53:44      ,453, 176,市统计局      ,经济发展
广州市年度统计用区划代码,2016-12-06 15:53:05      ,231, 53,市统计局      ,经济发展
广州市各月平均温度和湿度信息,2016-12-13 16:43:16      ,132, 77,市统计局      ,经济发展
广州市批发零售业企业财务信息（按行业分）,2016-12-14 15:31:30      ,212, 99,市统计局      ,经济发展
广州市普通高等院校各类专业本科学生统计信息,2016-12-16 13:18:07      ,531, 114,市统计局      ,教育科技
广州市平均工资情况,2016-12-13 17:47:50      ,394, 217,市统计局      ,经济发展
